,front 0 x,front 0 y,front 0 z,front 1 x,front 1 y,front 1 z,init x,init y,init z,dist btw frts,crack len,linearity,max thickness,mean thickness,max_kink,abs_val_mean_kink,mean_kink,sum_kink,abs_val_sum_kink,avg_ori,angle_btw,height,phi,theta,coats_orientation,coats_linearity,suture to suture
31,111.8100366,98.26399753,99.80216097,135.9916691,22.75072003,58.71828719,130.9230042,43.09329987,95.70220184,89.30224584,74.87604936,0.971666283,4.679939612,2.671183513,16.17480902,3.477587206,-0.91064594,-36.36336339,133.3480926,4.414644655,176.4005052,1.69,31,97,86.41809004,1.029159927,1
32,96.39206344,22.81075568,68.511898,163.5224597,66.7705575,84.24978556,154.3059998,59.94440079,90.77919769,81.77184959,68.43123039,0.745074365,4.333688114,2.839259284,21.15954183,3.428066118,1.768931173,54.95953774,137.9748085,65.24311661,83.18062395,1.7125,47,200,18.3905725,1.342147908,1
33,113.8910673,85.34256514,104.176007,133.8639637,22.11493965,61.5498739,130.9230042,43.09329987,95.70220184,78.82662264,69.85764618,0.974112613,4.855792621,2.996750334,14.23206117,3.840194502,-0.601190598,-20.58473709,133.0732834,13.06455861,164.3497932,1.7275,33,312,88.87055435,1.026575353,1
34,97.81238346,86.98600137,103.4626318,164.8610258,54.24701154,62.7283947,134.220993,45.93320084,96.01830292,85.0096463,68.66792493,0.961327928,5.072851232,2.795025819,56.10381684,9.461976465,-3.430440305,-130.7473324,352.9000006,27.9301199,169.5612412,1.75,49,140,50.17450915,1.040227763,1
35,87.12172722,85.40295718,102.0084445,143.0919952,25.43549919,58,143.0919952,25.43549919,58,93.08872168,77.54697072,0.933315415,5.445029982,3.13410219,18.71832071,7.26190587,-1.097290197,-20.87252592,257.9152678,9.387670621,0,1.7875,39,94,68.03977873,1.071449142,1
36,95.80160039,23.40165714,69.70270666,150.5752053,88.29416561,92.71751085,138.0119934,55.54370117,100.6309967,87.98219513,69.09309481,0.914736862,4.320711109,2.982947634,11.73969476,2.295780747,0.224567031,-2.639698943,83.81373949,79.79404687,162.8014956,1.8025,16,204,34.32659479,1.093210564,1
37,108.2780267,89.93003715,103.0546578,136.628834,23.13757793,60.9953053,130.9230042,43.09329987,95.70220184,83.86888589,64.53224609,0.973670392,4.856483263,3.183348111,23.15343496,4.88512454,-0.245762907,-9.567179605,161.2816793,8.547725579,170.4324634,1.8175,34,294,86.82488,1.027041603,1
38,128.6808626,20.47217118,60.22913454,106.429201,88.00603508,103.5723732,126.4000015,54.53350067,105.2289963,83.27421904,68.62347567,0.969302017,4.943396845,2.764696516,27.1923665,6.204134837,-0.577453775,-32.54809585,243.4274802,11.55659114,164.4742534,1.81,38,234,78.95369655,1.031670194,1
39,127.7975197,20.1897059,59.43971283,107.7469416,89.87589811,103.0800374,126.4000015,54.53350067,105.2289963,84.63255282,57.07964431,0.975028084,4.910403444,2.697149556,42.14656495,5.835539204,-0.339561939,-17.44046155,178.6770989,9.980088204,167.5168518,1.8475,37,341,82.09469836,1.025611484,1
40,158.5211103,40.83959731,58.61046009,81.38234941,85.02278086,100.3337284,133.2749939,44.52470016,95.55989838,98.2006785,67.68618731,0.966132956,5.443415015,3.000129501,17.72137414,4.428425588,-0.530276839,-34.93206838,227.1122149,30.82842202,170.3256221,1.87,1,248,53.10404219,1.035054227,1
41,96.78759255,22.91437024,69.00970724,108.0247348,90.57187723,102.8955314,126.4000015,54.53350067,105.2289963,76.49876272,80.54772208,0.930455327,4.893541528,3.210574203,49.1251909,4.241599359,-1.597680684,-92.79313479,199.7854954,43.20914479,133.0796193,1.9075,47,339,58.81728609,1.074742624,1
42,94.56493531,23.87684078,70.04297474,150.1930615,89.50421784,92.47583298,141.4790039,64.11219788,101.5859985,88.90823458,72.84674141,0.943835528,4.317102499,2.914559529,21.15954183,5.318367562,0.946648065,-0.696951099,176.3381683,80.59086176,164.2680754,1.9225,31,227,33.87971827,1.05950663,1
43,142.4851403,103.9543489,88.5706793,91.95969821,26.0991007,72.79069579,141.6940002,72.18080139,101.822998,94.14492997,74.79034434,0.946417,4.395556041,2.883770919,12.73664133,4.107746043,0.311170281,27.88854468,139.9175563,80.11872395,169.9471727,1.9375,43,229,37.41036797,1.056616693,1
44,136.852388,52.92656958,97.5472101,134.4058508,51.18294272,97.56196195,136.6629944,51.29859924,98.86699677,3.004329624,3,1,3.696677195,3.557272046,0,0,0,0,0,82.08961583,3.497521429,1.93,11,169,14.32715703,1,0
45,129.8840267,47.95775044,97.03851841,151.6145657,88.8813096,91.77979327,141.4790039,64.11219788,101.5859985,46.63269465,33.93013522,0.99494136,4.310714291,3.155942173,22.1564884,5.921622372,3.036477518,46.9457995,92.01297599,96.54313979,177.7813555,1.99,27,219,34.92516299,1.00508436,0
46,138.518104,109.7510875,86.68991542,93.6551073,24.78982251,71.44754668,135.3809967,55.16989899,102.0530014,97.28018723,69.08010916,0.940956078,4.322650704,2.925967296,24.70000009,5.208226095,0.105145876,22.28396514,179.9679376,75.11345365,179.2284654,2.0125,16,251,40.40333351,1.06274886,1
47,110.7243587,95.89114504,101.4181336,137.5456554,23.43329535,58.23055329,130.9230042,43.09329987,95.70220184,88.51377878,65.1094718,0.973947936,4.950956178,2.646178301,20.71221383,4.578924936,-0.544815643,-16.52672268,177.4564883,0.575169192,179.3305092,2.0575,19,308,87.59383108,1.026748929,1
48,89.2285246,33.87976181,82.9166789,163.4846848,66.88211827,84.32189676,154.3059998,59.94440079,90.77919769,81.27181241,61.22245321,0.934920161,5.079741034,2.982814348,52.56335858,4.510344228,1.772162018,64.75648466,171.9030541,115.6589115,145.7521055,2.0725,44,206,63.54697634,1.069610049,1
49,152.9179277,34.58312899,59.20588952,91.97055642,85.06569899,103.0137516,133.2749939,44.52470016,95.55989838,90.45551791,61.34819192,0.972197808,5.30902865,3.070361262,18.71832071,5.613710315,-0.57815651,-19.08931724,191.6374042,20.81107537,179.8095608,2.1025,1,238,4.722396238,1.028597258,1
50,112.8852771,97.71872812,100.8173793,135.7620223,27.16831911,73.192915,130.9230042,43.09329987,95.70220184,79.14427782,63.32839553,0.978478492,4.592100753,2.597394105,35.615267,4.815715806,0.160261696,11.37480154,315.9809154,11.20129465,165.6543499,2.1175,18,350,61.88841087,1.021994871,1
51,155.0285286,36.77429406,59.83180689,102.8427486,86.41338221,103.9362923,133.2749939,44.52470016,95.55989838,84.45472358,53.43225289,0.965556342,5.071520024,3.18064608,16.2259543,6.968721377,-2.139930145,-57.2671788,182.2687024,21.64676618,176.8419897,2.11,30,118,85.74021498,1.035672344,1
52,111.9626919,97.09327553,101.0661405,138.1166054,23.73287062,58.86546712,130.9230042,43.09329987,95.70220184,88.58144856,69.17322024,0.973159026,4.597936921,2.707865784,18.16870214,5.419476296,-0.041258864,-3.138172225,189.9885485,1.298117647,179.3061423,2.1325,38,287,65.96036518,1.027581282,1
53,149.9477473,88.51361532,92.86266125,89.6964239,35.5609441,86.13936056,144.3240051,69.56359863,100.1210022,80.49478325,67.62376142,0.850569256,4.561611403,3.113800372,16.72442758,4.1470965,0.73103859,13.80991935,146.3274808,125.4504341,170.4168631,2.1625,40,216,85.77522796,1.175683218,1
54,120.5420653,19.38504768,61.65311066,135.5252148,54.52012249,99.22365541,127.9089966,32.45560074,88.1414032,53.57717875,42.80971925,0.946689475,4.355040781,3.260947378,20.71221383,6.666603072,-1.795152792,-29.19923918,108.545802,52.55874143,90.19120554,2.1775,14,71,21.31718598,1.056312578,0
55,92.16755961,27.52689159,75.44394713,107.7335432,92.15623767,102.4853585,126.4000015,54.53350067,105.2289963,71.76691541,74.11716226,0.819666344,4.869173891,3.122058861,78.03664124,6.753178498,-2.423689901,-105.1526763,277.0488541,60.95671593,116.4973674,2.17,36,342,55.08443669,1.220008614,1
56,153.089127,34.73354349,61.20988681,82.23122493,65.75285419,99.69844445,133.2749939,44.52470016,95.55989838,86.39681123,70.61995164,0.971211845,5.58166905,3.23924156,24.15038152,3.993469063,-0.191730402,-6.90229448,143.7648863,26.98975838,161.2266832,2.23,4,10,53.95445353,1.029641479,1
57,118.5263915,18.98130889,60.01493847,151.4310503,86.32834843,92.8823799,137.1470032,54.05479813,100.3529968,81.84503047,65.28776931,0.912915348,4.333790316,2.82310512,22.1564884,3.283515047,1.084123831,39.78167529,119.7038158,33.82231247,160.6199973,2.2825,11,195,49.03907764,1.095391816,1
58,136.3439614,110.2821641,88.16401707,100.88197,19.84064318,61.20152066,135.3809967,55.16989899,102.0530014,100.817646,84.61071958,0.937593281,4.374170274,3.122140767,21.15954183,4.163529155,0.167585755,41.02136872,176.8748073,55.88771084,166.0695372,2.29,18,255,49.92147447,1.066560544,1
59,152.2254465,33.90334402,60.6356595,104.1576283,88.29932737,103.5701881,133.2749939,44.52470016,95.55989838,84.33748813,54.44671504,0.972359587,5.01700729,3.168739271,40.65114511,9.443870697,-2.275469015,-75.03969823,280.3465655,16.36397527,178.4292864,2.3275,3,80,69.4155229,1.028426123,1
60,108.6212843,18.80831375,59.43794285,139.6832135,105.5773049,89.09206197,136.4230042,59.69869995,103.1999969,96.81460659,78.76621756,0.902983771,4.397315868,2.866967073,90,8.734735426,-3.75002516,-183.2916081,396.2671761,40.16179334,174.4804271,2.3575,25,252,54.5643026,1.107439615,1
61,152.6336659,34.28949156,60.12858865,100.9729109,87.54986863,103.6693012,133.2749939,44.52470016,95.55989838,86.03077952,55.36106972,0.974835403,5.144426474,3.120589586,22.70610696,6.980359438,-2.787945411,-77.48091936,193.6122145,17.35220179,177.8323228,2.35,3,90,65.73865514,1.025814201,1
62,88.90769064,37.73584231,88.67008105,166.1369934,65.95339966,81.50859833,166.1369934,65.95339966,81.50859833,82.53412981,62.26124375,0.946033581,4.985362262,2.981252681,25.14732809,4.679580177,0.31712774,10.14808767,149.7465657,58.06770526,0,2.3875,34,202,3.443164716,1.05704493,1
63,164.7115793,51.79179663,64.09272324,86.72769928,37.74489975,88.84089661,86.72769928,37.74489975,88.84089661,83.01369128,66.02113909,0.961856096,5.336541144,2.436714038,28.18931306,6.321483113,-1.129334908,-39.52672179,221.251909,47.91151132,0,2.4025,30,357,16.04234381,1.03965656,1
64,139.4395108,107.5481094,88.2470632,126.6788733,20.01188009,59.97487231,130.9230042,43.09329987,95.70220184,92.86948952,76.95282852,0.966106618,4.409336,2.472599508,42.14656495,4.808295139,1.095992242,40.12671272,194.474808,49.20972142,154.9834803,2.4175,37,321,64.77942731,1.035082444,1
65,119.9380667,18.95147781,58.72251416,143.3446273,53.8056343,94.36345318,128.1000061,30.82889938,85.22989655,55.0722783,43.72208396,0.794037967,4.308816279,2.885405663,79.0335878,6.032379131,-3.556425054,-95.99465893,141.342748,30.47199287,31.35192294,2.41,22,46,35.86944017,1.259385624,0
66,125.4660427,35.23338481,89.74237975,153.9954028,84.50228646,91.92480509,137.1470032,54.05479813,100.3529968,56.97466136,47.7689915,0.946921643,4.339318703,2.838233544,10.19312963,3.011732232,0.492072689,6.141218546,67.56870232,91.6639246,150.669105,2.4325,10,233,46.58420248,1.056053589,0
67,110.9124361,91.54699267,102.5724097,133.9849612,21.98263432,59.39011993,130.9230042,43.09329987,95.70220184,85.06615964,62.83016451,0.976511596,4.889943283,2.594109984,9.745801636,4.254598335,-0.357888163,-8.071759759,145.3816796,5.498578121,172.8037446,2.4475,11,315,88.6830136,1.02405338,1
68,108.7248063,92.9181749,102.2448898,138.6101669,23.98223345,58.91612041,130.9230042,43.09329987,95.70220184,86.73339068,68.44924872,0.973378549,4.858925267,3.014131736,20.71221383,4.423418762,-0.529980129,-20.58473709,164.3236643,5.715953952,175.6137473,2.4925,38,306,85.68977626,1.027349536,1
69,121.6301401,104.3965568,95.50083941,136.2829094,22.8784374,58.73588543,130.9230042,43.09329987,95.70220184,90.61770948,90.80478372,0.973884475,4.516508667,2.421185407,20.21374055,2.912554452,-0.046487605,7.796177557,143.6496162,12.44678414,171.7656236,2.5225,32,299,78.86323703,1.026815834,1
70,114.5483817,18.6709861,58.6823483,165.2330017,67.44989777,83.73539734,165.2330017,67.44989777,83.73539734,74.67240586,62.35192404,0.481446583,4.351750976,2.861314552,34.61832044,9.663907384,3.572781361,114.3290036,309.2450363,42.0178559,0,2.5375,45,171,35.88217152,2.077073626,1
71,135.2362437,22.48022307,59.7206335,147.4891333,94.97766026,91.5192565,130.2059937,45.58860016,97.89990234,80.10720396,55.54021713,0.965466077,4.45527187,2.43271942,41.64809167,6.697242148,-2.390125388,-63.02519419,178.1595427,26.09322413,149.934589,2.53,43,39,64.48619888,1.035769173,1
72,151.26266,33.03163101,60.23402673,113.6416277,98.38335516,100.5183895,133.2749939,44.52470016,95.55989838,85.49280553,65.45595729,0.969912252,4.622403283,2.491658472,24.70000009,6.555587189,-2.370314271,-67.39008029,200.6099233,9.676260395,168.7838994,2.5975,2,85,74.39086126,1.031021103,1
73,77.21322014,86.54888531,99.03740442,164.660198,53.2935028,62.43156557,97.51229858,69.77549744,105.3860016,100.4633358,79.27124494,0.897017007,5.318687357,2.753231649,27.69083978,8.310802085,-0.859415815,-20.51450894,237.7206101,23.09142463,161.9826388,2.59,46,298,42.22588383,1.114806065,1
74,130.2537084,46.93559538,96.21472154,78.54671898,78.62642477,99.16575809,110.0899963,57.30310059,107.6490021,60.71762543,64.70876689,0.971395262,5.528406399,2.572459082,18.21984743,5.348931854,-0.396232261,-29.78092016,190.4679389,92.87767923,69.29705864,2.6125,44,301,63.60269865,1.029447064,1
75,123.963501,18.44730729,58.27047311,113.906397,100.1463042,99.8141259,128.1000061,30.82889938,85.22989655,92.20491592,71.78325734,0.969719904,4.609969405,2.851060335,22.1564884,4.857330976,0.567254511,25.94579683,152.5839695,11.55482987,176.2786581,2.6275,22,69,78.54013949,1.031225611,1
76,141.37083,25.49949684,58.7702985,107.6356428,89.77850917,103.1079122,126.4000015,54.53350067,105.2289963,85.0627901,64.7538245,0.973228388,4.917947204,3.142398744,52.61450387,6.297111297,-0.66047019,-28.78397359,227.9045803,5.925399222,176.0796841,2.65,39,327,81.96079178,1.027508047,1
77,121.104953,19.20178133,60.12461613,159.6299222,74.34390815,88.72844327,127.9089966,32.45560074,88.1414032,73.09587082,59.4905022,0.858403064,4.302877163,2.460192968,37.66030541,5.411252476,0.648289387,-50.11603414,142.461068,58.70457356,100.2763418,2.6725,17,58,42.95964994,1.164953903,1
78,113.992241,98.95790861,100.2688664,136.4986733,22.98898278,59.14426629,130.9230042,43.09329987,95.70220184,89.26953523,68.95793036,0.974306857,4.573403972,2.533565078,14.23206117,3.122609962,-0.595256392,-22.08015693,113.4282442,5.741458353,176.2355135,2.6875,24,348,84.89321916,1.026370689,1
79,143.1105103,51.74845266,93.75960274,166.526001,65.31009674,80.27600098,166.526001,65.31009674,80.27600098,30.23261336,17.73041977,0.993464246,2.287624452,1.909992896,8.697709789,4.617271017,-1.209446686,-9.675573487,36.93816813,71.04152722,0,2.71,20,183,3.289315758,1.006578751,0
80,105.8901684,19.21908528,60.75627401,110.0436225,90.73432759,102.7902663,127.1589966,56.08390045,105.3450012,83.0574354,74.00144116,0.954921602,4.855972358,3.343323899,29.68473291,3.656658951,-2.222467207,-94.18626407,147.8549631,25.5760681,153.108946,2.7325,48,324,69.51052572,1.047206386,1
81,150.5018759,32.40720992,61.36840505,81.21945404,70.8824221,99.76294966,133.2749939,44.52470016,95.55989838,88.05984888,60.05328085,0.968692027,5.613973923,2.676461057,38.6061067,5.447169197,1.324459163,45.59083596,161.9526713,24.56548786,171.534504,2.7475,6,121,54.07516604,1.032319842,1
82,154.2889209,35.9404672,61.59279928,113.3060178,98.73546775,100.4119736,133.2749939,44.52470016,95.55989838,84.43778022,62.27949722,0.969995128,4.573668165,2.27283359,63.08244278,4.990259506,-2.156408978,-77.63435521,187.5793898,11.5284895,167.1447662,2.77,0,104,69.90595244,1.030933013,1
83,137.9476137,49.8669307,95.34178596,166.878006,64.72779846,78.93959808,166.878006,64.72779846,78.93959808,36.42588026,21.5760067,0.989948977,2.634013626,1.952752246,9.745801636,5.782290068,-1.969618441,-19.69618441,57.82290068,67.96204803,0,2.7925,18,170,3.036552066,1.010153071,0
84,153.6999875,35.34538566,61.55885487,81.54267454,66.66924773,99.61775361,133.2749939,44.52470016,95.55989838,87.38616547,73.50798967,0.97423979,5.594589137,3.149173828,24.15038152,3.343672146,-0.48469277,-18.41832524,127.0595416,32.25952803,175.8990714,2.8075,3,35,47.92510651,1.026441345,1
85,99.65090821,87.19006437,103.6197779,135.8964484,22.72911656,59.19175184,130.9230042,43.09329987,95.70220184,86.27167829,64.26812644,0.973566413,5.121277877,3.175436878,15.22900774,5.926014472,-0.600878271,-22.52748493,195.280153,11.37172224,168.0804224,2.83,8,32,80.83002113,1.027151293,1
86,149.8553557,31.83069697,58.51824948,111.2367575,95.28180358,101.6071117,133.2749939,44.52470016,95.55989838,85.8725166,59.0732333,0.962595143,4.877808009,3.01800985,35.16793901,8.459161965,-0.083509229,-1.540461813,237.9954194,9.273576606,173.585524,2.8675,17,267,76.35366668,1.038858348,1
87,137.6414617,51.75228182,96.50110925,86.72769928,37.74489975,88.84089661,86.72769928,37.74489975,88.84089661,53.35819351,50.3866826,0.955282649,5.40928394,3.993641812,12.23816804,3.643969485,-0.673587908,-16.8396977,91.09923713,41.77031959,0,2.8825,29,2,1.729577442,1.046810597,0
88,117.8228728,103.8795114,96.90228007,135.6851807,22.62507058,58.84999665,130.9230042,43.09329987,95.70220184,91.48400119,69.01786091,0.972820445,4.551214985,2.629451457,17.67022886,3.921020401,0.051987012,-2.141225662,131.922901,14.89663275,169.6840004,2.8975,19,330,81.71000225,1.027938922,1
89,115.4020986,51.12957606,102.6286612,166.878006,64.72779846,78.93959808,166.878006,64.72779846,78.93959808,58.27394281,46.94122994,0.942574165,5.57689546,3.24029705,23.65190824,6.359796449,-0.607124804,-14.57099529,152.6351148,54.19296447,0,2.89,17,126,20.62665618,1.060924474,0
90,130.2404514,48.55005092,97.33402443,166.878006,64.72779846,78.93959808,166.878006,64.72779846,78.93959808,44.07249528,27.54099133,0.988586999,4.314203346,2.369888273,11.73969476,5.350968881,-0.236465184,-3.074047391,69.56259545,64.26101604,0,2.9425,27,166,5.536582872,1.011544761,0
91,139.7872432,50.9650826,95.19980607,166.878006,64.72779846,78.93959808,166.878006,64.72779846,78.93959808,34.46325786,19.57230989,0.991948252,2.655546884,1.976735843,13.68244261,6.073282475,-0.607124804,-5.464123233,54.65954228,67.64935163,0,2.9575,13,161,4.266804281,1.008117105,0
92,114.864978,103.6160733,97.34238517,135.6342086,22.88868716,62.57407918,130.9230042,43.09329987,95.70220184,90.31670338,67.2501431,0.978148381,4.575679103,2.251780943,15.17786245,3.115943805,-0.486282796,-17.8175614,116.2465652,13.05573668,177.1823748,2.95,19,320,82.75319132,1.022339779,1
93,110.6561957,91.81518614,102.5060394,134.7276445,22.41019402,61.42073306,130.9230042,43.09329987,95.70220184,84.16941231,68.24620642,0.97660578,4.91992234,3.060882756,13.18396933,3.96815702,-0.488440689,-19.08931724,145.7778623,6.744275076,171.2081122,2.9725,16,305,89.780012,1.02395462,1
94,140.3655202,24.93989399,59.50346642,146.0833535,95.92445257,91.59942792,130.2059937,45.58860016,97.89990234,78.11307136,54.7595817,0.963144623,4.457615925,2.350328434,41.14961839,7.919050286,-2.246710941,-64.34809532,242.5328242,19.65905756,151.3552824,2.9875,45,47,61.95092006,1.038265672,1
95,160.1924205,73.23803082,88.25318952,86.72769928,37.74489975,88.84089661,86.72769928,37.74489975,88.84089661,81.59150088,62.26911739,0.913115435,5.305530038,2.968250702,13.18396933,3.599952293,0.877910182,28.09312581,115.1984734,66.39439371,0,3.0025,28,0,6.456913111,1.095151786,1
96,128.7795548,40.56426072,92.89513892,109.6538191,18.80557888,59.59795911,120.1490021,24.89520073,79.40820313,44.13543003,24.37119417,0.947661175,5.543661837,3.835001943,68.01603032,6.31192154,0.530926683,96.45952396,938.2290068,41.95952537,28.15754832,3.0175,41,63,42.39104915,1.055229471,1
