,RPA nodes x,RPA nodes y,RPA nodes z
1370,101.217003,56.9005013,101.975998
1371,103.536003,49.6445999,97.9544983
1372,117.205002,66.2244034,105.509003
1373,117.607002,67.4785004,104.160004
1374,117.003998,65.9279022,104.222
1375,116.345001,67.1328964,104.255997
1376,137.119995,72.901001,102.112999
1377,103.466003,50.9807014,99.0472031
1378,126.662003,33.7789001,87.6572037
1379,150.330002,77.6909027,93.9265976
1380,149.462006,77.110199,94.4499969
1381,148.929001,78.4312973,94.6809006
1382,148.292999,76.995697,95.1247025
1383,143.811996,52.0537987,93.5344009
1384,137.695007,65.722702,101.782997
1385,136.348007,65.3100967,102.492996
1386,111.555,70.7475967,106.896004
1387,109.365997,70.3583984,106.762001
1388,125.654999,59.4742012,105.134003
1389,124.810997,58.4903984,105.334999
1390,125.170998,61.4252014,105.626999
1391,107.383003,62.9496002,103.740997
1392,105.68,62.8191986,105.917999
1393,105.698997,62.7345009,103.945
1394,105.667999,64.3804016,103.658997
1395,116.936996,49.0866013,102.955002
1396,133.330002,57.4612007,100.956001
1397,132.589996,56.2745018,100.777
1398,110.195999,52.6138,104.779999
1399,111.245003,51.2412987,104.646004
1400,123.717003,50.4376984,103.021004
1401,110.433998,53.7753983,105.582001
1402,108.632004,51.8852997,104.392998
1403,107.254997,28.4242992,81.9284973
1404,106.431,29.1142998,82.7475967
1405,104.888,27.4067001,80.6307983
1406,98.5217972,87.5074005,103.542
1407,106.468002,61.6052017,103.641998
1408,107.483002,58.3513985,105.883003
1409,105.663002,19.1089993,60.2639999
1410,103.497002,53.3977013,100.623001
1411,117.188004,102.790001,98.172699
1412,155.421005,37.2112999,60.3933983
1413,117.529999,56.4048004,106.329002
1414,119.026001,58.4294014,106.223
1415,119.018997,57.3762016,106.084
1416,119.683998,101.194,98.4190979
1417,117.560997,58.4566994,106.464996
1418,117.742996,59.3885994,104.851997
1419,116.738998,59.0495987,104.714996
1420,117.800003,57.4989014,104.417
1421,138.388,109.630997,87.5576019
1422,139.401001,108.288002,87.8610992
1423,107.066002,76.4477997,106.139999
1424,164.016006,63.5960999,82.8197021
1425,164.119003,66.1886978,83.3796005
1426,162.973007,65.2746964,84.4413986
1427,92.9981995,35.7028999,88.8897018
1428,111.445,68.6368027,104.125999
1429,80.0174026,81.1863022,99.7303009
1430,118.278999,98.1400986,100.007004
1431,113.154999,68.6524963,106.787003
1432,126.504997,105.144997,94.0542984
1433,125.049004,105.384003,94.5360031
1434,129.559998,102.126999,94.3748016
1435,125.005997,101.525002,94.4815979
1436,110.980003,74.5973969,104.262001
1437,147.520004,86.8940964,94.2093964
1438,146.764999,86.0500031,94.7085037
1439,113.670998,75.0224991,107.041
1440,108.570999,58.7383995,104.040001
1441,137.910004,96.2966995,94.5951004
1442,157.289001,39.6183014,60.1549988
1443,156.759003,38.7701988,59.3227997
1444,109.308998,52.7663002,103.191002
1445,163.119995,52.5962982,75.0074005
1446,101.884003,30.6993008,85.7080002
1447,101.841003,30.4454994,83.8643036
1448,103.293999,30.9293995,84.1539001
1449,98.905899,32.3619995,86.5562973
1450,99.1228027,31.3920002,84.8835983
1451,101.799004,31.7416992,85.8104019
1452,100.282997,30.8810997,84.9919968
1453,96.6959991,32.7887001,86.5019989
1454,97.5720978,31.8815002,85.544899
1455,125.939003,105.106003,93.1411972
1456,125.685997,105.93,93.0045013
1457,106.309998,27.6863995,79.8615036
1458,102.174004,27.5203991,79.1940002
1459,127.426003,105.663002,93.0699997
1460,93.799202,70.2278976,102.932999
1461,93.3293991,68.6539001,102.761002
1462,114.512001,75.7170029,106.892998
1463,113.413002,73.6661987,103.976997
1464,100.528,56.3792,101.438004
1465,100.639999,55.3961983,102.730003
1466,102.832001,55.7324982,101.971001
1467,98.7857971,56.6573982,101.07
1468,99.8781967,55.6171989,103.503998
1469,124.061996,106.560997,93.5491028
1470,125.600998,106.698997,93.8190002
1471,124.364998,105.262001,93.6409988
1472,98.6112976,60.7843018,103.834
1473,111.614998,72.6509018,106.850998
1474,109.478996,67.3619003,106.953003
1475,107.718002,69.3945999,106.982002
1476,115.054001,55.0670013,104.695999
1477,115.650002,55.6338005,106.302002
1478,154.996994,56.1929016,87.2530975
1479,115.487999,58.0466995,104.987
1480,105.863998,59.5541,105.452003
1481,104.57,59.1699982,105.028999
1482,105.040001,61.0153008,103.754997
1483,106.281998,60.1272011,103.720001
1484,107.328003,58.7681007,103.852997
1485,106.128998,58.4872017,103.482002
1486,114.929001,24.5972004,77.6747971
1487,145.460007,60.5820999,95.5074997
1488,139.356003,60.3207016,100.496002
1489,148.531006,51.7924995,90.2429962
1490,148.414993,49.5792007,89.3563995
1491,138.190002,73.9592972,101.683998
1492,111.497002,35.0292015,91.0158997
1493,124.497002,71.0718994,105.584999
1494,119.221001,29.1576004,84.4487
1495,125.709999,72.5203018,104.808998
1496,126.514,71.1295013,104.892998
1497,117.713997,29.3794003,85.0631027
1498,117.200996,29.3323002,82.4638977
1499,124.692001,69.3358994,104.566002
1500,124.611,69.3359985,105.875999
1501,108.445999,45.6887016,99.424202
1502,110.570999,54.868,102.981003
1503,110.116997,53.5838013,102.058998
1504,132.199005,67.7074966,103.906998
1505,131.147995,66.7328033,104.286003
1506,129.904999,66.6959,104.445999
1507,131.395996,65.4048004,104.088997
1508,143.886993,50.1241989,92.6952972
1509,106.503998,39.9239006,94.8756027
1510,129.182007,53.4155006,102.367996
1511,104.023003,26.2436008,77.745697
1512,102.836998,26.5102005,78.1996994
1513,130.197998,54.2098999,102.694
1514,122.987,78.6424026,104.746002
1515,91.1961975,35.4425011,87.4527969
1516,134.033005,55.2939987,101.391998
1517,112.343002,74.714798,104.114998
1518,116.637001,49.9278984,103.453003
1519,104.291,63.7542992,103.939003
1520,125.512001,109.713997,92.7160034
1521,124.599998,109.112,93.0385971
1522,125.709,108.553001,93.0820007
1523,125.621002,107.741997,92.8510971
1524,103.556,29.9298,84.3942032
1525,160.804993,66.8132019,86.8684006
1526,123.806,74.365303,105.261002
1527,144.057999,99.175499,90.8834
1528,123.315002,75.4065018,105.635002
1529,144.675003,97.4651031,91.4661026
1530,109.393997,49.0359993,98.4497986
1531,129.432999,44.7645988,96.1623993
1532,131.223007,45.2694016,95.5306015
1533,130.210007,44.0084991,95.2464981
1534,102.117996,82.8399963,104.417
1535,82.8396988,81.2883987,100.581001
1536,81.4235992,81.3776016,100.109001
1537,80.9465027,80.1856003,99.9437027
1538,106.799004,78.9219971,104.903
1539,106.971001,80.3612976,104.922997
1540,105.973,78.3753967,105.736
1541,96.7839966,50.3918991,97.1362991
1542,96.2060013,50.7818985,98.2045975
1543,95.9356995,49.6944008,97.430397
1544,162.033005,63.1011009,84.5286026
1545,103.621002,40.6146011,92.6109009
1546,122.126999,23.7131004,72.6292038
1547,120.356003,23.1392002,72.3471985
1548,120.486,53.7924995,102.300003
1549,125.014999,110.490997,92.7526016
1550,119.367996,55.5416985,105.612
1551,87.9128036,71.9639969,101.308998
1552,87.1500015,73.1545029,101.127998
1553,119.836998,54.4757004,105.612999
1554,88.6081009,75.5950012,101.692001
1555,125.629997,93.771698,99.9918976
1556,118.302002,54.3470001,105.253998
1557,146.363007,89.0749969,93.850502
1558,146.356995,87.2555008,94.3712997
1559,122.802002,93.6334,100.761002
1560,123.203003,96.6345978,99.0569
1561,122.106003,98.0552979,99.2087021
1562,123.552002,95.6839981,99.2232971
1563,143.598999,87.6743011,95.2795029
1564,142.072006,87.0220032,96.0875015
1565,142.621994,88.0067978,95.3796997
1566,107.862,25.1282005,74.4564972
1567,95.4564972,38.5161018,91.8812027
1568,96.8703003,37.1305008,91.0891037
1569,96.6362,38.5217018,92.207901
1570,99.9113007,52.0424004,102.125
1571,119.711998,87.2923965,103.014999
1572,100.242996,52.1002007,98.9918976
1573,94.0715027,71.2261963,103.097
1574,92.5318985,71.7293015,102.762001
1575,122.083,61.1133003,104.642998
1576,113.289001,70.2594986,104.072998
1577,121.848999,59.0848999,105.940002
1578,147.220993,88.081398,93.8880005
1579,120.801003,58.7125015,106.383003
1580,120.226997,60.0317001,106.541
1581,142.132996,92.0385971,94.2873993
1582,140.462997,93.6743011,94.2305984
1583,135.419998,33.2141991,83.4319992
1584,141.813004,93.7003021,93.7083969
1585,143.070999,92.9180984,93.759201
1586,142.731995,94.5186005,93.3218002
1587,136.201004,31.7082005,80.9384995
1588,105.174004,64.3516006,106.472
1589,104.458,65.4301987,103.640999
1590,105.726997,64.6970978,105.271004
1591,106.385002,64.7044983,106.936996
1592,135.082993,32.1650009,82.112999
1593,121.239998,77.893898,104.278999
1594,123.527,77.1307983,104.957001
1595,123.396004,75.2751999,104.491997
1596,122.306,76.6026001,104.500999
1597,119.793999,77.9445038,104.255997
1598,148.324005,87.8153992,93.6421967
1599,97.1947021,54.6922989,102.785004
1600,131.436996,93.5294037,96.9052963
1601,132.744003,91.418602,98.7945023
1602,132.785995,93.188797,98.1098022
1603,153.007004,51.5662994,86.2606964
1604,151.779999,51.0130005,87.0235977
1605,93.0895004,61.403801,101.527
1606,93.5582962,62.9042015,102.400002
1607,92.3753967,62.4225006,102.116997
1608,92.7266998,61.3246994,102.466003
1609,108.629997,44.8190994,94.5855026
1610,103.496002,66.8663025,105.061996
1611,102.497002,65.3921967,105.128998
1612,106.723,66.5802994,103.971001
1613,144.985001,52.5670013,93.0045013
1614,146.050995,53.3765984,92.6483002
1615,102.751999,65.9628983,105.964996
1616,103.443001,64.7626038,105.594002
1617,104.602997,65.6280975,106.483002
1618,126.323997,35.0642014,89.8207016
1619,129.962997,35.9788017,88.9723969
1620,128.535995,34.912899,88.5634995
1621,157.699005,77.5089035,90.2717972
1622,121.834,64.9227982,106.422997
1623,121.063004,64.5365982,104.859001
1624,139.886993,63.7020988,100.751999
1625,141.813004,63.7872009,99.7171021
1626,137.251999,63.4141998,102.458
1627,138.699005,63.8112984,101.630997
1628,137.343002,64.3668976,101.391998
1629,134.289001,44.299099,93.3749008
1630,142.626999,55.0433006,95.2925034
1631,143.106995,57.0325012,95.8672028
1632,142.009003,55.9208984,96.1406021
1633,139.828995,52.7546997,95.7490005
1634,140.126007,54.1596985,96.5752029
1635,119.441002,41.5727997,94.1830978
1636,120.529999,42.0951004,94.5839996
1637,121.000999,40.9040985,93.5749969
1638,133.445999,52.2159996,99.9825974
1639,133.425995,55.8549004,100.042
1640,133.259003,53.8838997,101.142998
1641,130.313004,52.6358986,101.851997
1642,118.912003,49.2242012,103.002998
1643,119.679001,50.8790016,104.113998
1644,120.362999,50.3041,103.421997
1645,127.651001,44.0763016,96.1660004
1646,127.279999,45.2929993,95.414299
1647,128.608994,45.4345016,96.6493988
1648,126.985001,45.4916992,97.4740982
1649,126.510002,44.6299019,96.8552017
1650,125.609001,45.6237984,97.9455032
1651,126.278999,46.9846992,96.2276993
1652,113.105003,75.0206985,105.527
1653,112.161003,74.3380966,107.014999
1654,112.663002,73.2450027,105.498001
1655,114.291,74.1808014,106.592003
1656,139.483994,100.549004,91.4077988
1657,140.878006,101.055,90.8042984
1658,141.811996,99.9003983,91.2494965
1659,140.703003,100.287003,91.3816986
1660,139.738007,99.6287003,91.7416992
1661,104.958,19.4804993,61.7686005
1662,104.563004,20.0053997,63.4151001
1663,82.7641983,69.8240967,100.142998
1664,83.3048019,68.2748032,100.239998
1665,82.2105026,68.6456985,99.9772034
1666,120.264,74.0954971,106.804001
1667,150.977005,85.978302,93.139801
1668,149.031006,85.004303,94.1098022
1669,118.831001,73.8379974,106.905998
1670,117.623001,74.1551971,106.848999
1671,99.7116013,74.8434982,103.765999
1672,99.6800995,74.7745972,104.757004
1673,99.0578003,72.6250992,103.468002
1674,99.5777969,73.3133011,104.297997
1675,100.563004,72.9804001,103.614998
1676,99.6668015,71.7469025,104.690002
1677,87.3467026,58.9090996,99.7966003
1678,106.416,30.9694996,86.7472
1679,107.157997,30.0764999,84.6139984
1680,108.390999,32.5632019,86.8598022
1681,108.846001,30.2625999,85.3375015
1682,109.365997,31.5960999,86.0412979
1683,108.431,31.0951996,86.9759979
1684,107.855003,31.1236,85.4542999
1685,106.240997,31.3645992,85.1921997
1686,107.105003,32.0245018,86.177803
1687,108.033997,51.2769012,103.760002
1688,114.192001,22.6210003,70.898201
1689,111.642998,21.530899,69.0979004
1690,113.277,22.1018009,70.0155029
1691,109.263,51.1693001,102.138
1692,119.582001,79.3679962,104.498001
1693,118.931,79.4521027,105.912003
1694,94.2873993,31.0681992,82.6365967
1695,119.121002,43.7526016,97.9059982
1696,119.762001,42.5052986,96.5931015
1697,86.3047028,70.4794006,101.004997
1698,118.306,44.2761993,95.0371017
1699,129.968002,103.570999,93.0482025
1700,128.636993,103.476997,93.4952011
1701,129.110001,101.68,93.4765015
1702,125.300003,61.830101,104.499001
1703,124.390999,62.4896011,105.886002
1704,123.664001,62.9578018,104.545998
1705,127.990997,102.644997,94.5689011
1706,126.794998,102.563004,94.9944
1707,128.403,101.033997,95.2265015
1708,101.439003,72.4294968,105.138
1709,158.998993,63.1146011,87.0948029
1710,159.962997,62.5966988,86.107399
1711,158.483002,61.3774986,86.7553024
1712,144.923004,59.3857002,95.6309967
1713,144.162994,57.6062012,95.433197
1714,143.906006,60.0744019,96.3944016
1715,99.6595001,82.3899002,104.253998
1716,98.9821014,80.6069031,104.265999
1717,143.544006,59.0299988,96.6635971
1718,142.904007,60.4998016,97.4049988
1719,142.699997,58.4137993,96.5968018
1720,116.165001,23.8388996,75.7633972
1721,155.199997,58.6867981,88.3495026
1722,86.4339981,55.480999,98.594101
1723,115.334,81.5497971,105.800003
1724,113.988998,80.3725967,106.144997
1725,88.472702,52.634201,97.7417984
1726,88.5733032,53.8913002,98.6047974
1727,115.914001,79.1304016,105.945999
1728,114.124001,79.7753983,104.504997
1729,114.472,79.0702972,106.166
1730,115.328003,79.8826981,106.398003
1731,115.501999,80.7810974,104.358002
1732,116.223,80.6174011,105.774002
1733,115.481003,79.3644028,104.759003
1734,132.285004,28.3236008,77.6508026
1735,104.568001,49.7955017,98.4457016
1736,104.557999,35.2832985,88.9203033
1737,104.591003,33.1608009,89.2577972
1738,133.503998,59.5163994,101.735001
1739,132.779007,62.3865013,103.189003
1740,141.923996,78.1807022,99.0179977
1741,140.604996,79.0367966,99.5158005
1742,86.5719986,41.8763008,90.6140976
1743,133.917999,61.4175987,102.351997
1744,134.886002,62.1853981,103.052002
1745,135.326996,61.5013008,101.399002
1746,104.362,42.5131989,96.7628021
1747,106.088997,41.1657982,92.6968994
1748,114.058998,68.7781982,103.931999
1749,114.789001,67.3939972,107.014999
1750,115.802002,67.2125015,105.5
1751,116.250999,67.9720001,106.739998
1752,150.380997,46.9954987,85.7628021
1753,152.261002,48.6199989,84.9872971
1754,151.796997,47.5061989,84.719902
1755,126.897003,34.6655998,88.7605972
1756,128.080994,34.1803017,88.018898
1757,113.763,69.9376984,106.850998
1758,104.345001,57.9445,104.231003
1759,105.511002,57.8708992,105.117996
1760,119.278999,33.7902985,89.3909988
1761,117.640999,61.2285995,106.587997
1762,116.203003,62.7209015,107.093002
1763,108.078003,81.3380966,104.825996
1764,123.814003,64.0824966,105.93
1765,108.964996,80.2391968,104.599998
1766,108.165001,79.4433975,104.934998
1767,127.776001,79.1367035,103.639999
1768,126.739998,78.4483032,103.935997
1769,128.832993,80.0155029,103.313004
1770,139.138,64.745903,101.852997
1771,127.843002,81.2033005,103.221001
1772,130.412003,70.0973969,104.32
1773,132.365005,69.157402,103.686996
1774,127.018997,79.9284973,103.651001
1775,125.761002,79.7621002,103.915001
1776,136.766998,56.2027016,99.4870987
1777,135.561005,57.3881989,99.9708023
1778,134.742996,54.6306,100.783997
1779,135.552994,55.9798012,101.013
1780,136.570999,55.0117989,99.8266983
1781,144.261993,72.2601013,98.2815018
1782,144.153,70.8059998,98.3949966
1783,145.001999,70.5587997,97.6130981
1784,105.837997,48.3624001,101.365997
1785,134.966003,50.0197983,96.1130981
1786,101.186996,62.6862984,103.311996
1787,136.033997,48.9029007,95.4908981
1788,137.272995,50.6926994,96.0674973
1789,111.154999,73.3153,104.188004
1790,128.595001,74.8427963,104.177002
1791,129.932999,76.4008026,103.753998
1792,129.820007,73.9676971,103.997002
1793,128.848999,73.2745972,104.296997
1794,110.150002,46.5309982,96.4244003
1795,108.991997,47.7815018,97.1736984
1796,114.262001,43.8227997,96.4729996
1797,101.666,49.010601,100.764999
1798,105.219002,48.4939995,97.3275986
1799,101.461998,67.0460968,105.399002
1800,102.139,49.9043007,99.6259003
1801,101.862,49.9037018,97.8956985
1802,111.371002,27.7059994,81.1164017
1803,112.464996,28.5125999,82.3901978
1804,112.889999,28.5298996,80.9040985
1805,114.720001,28.3335991,80.8277969
1806,112.666,27.5060997,79.4782028
1807,91.8247986,82.8531036,103.107002
1808,126.732002,108.501999,92.4555969
1809,127.864998,107.714996,92.3753967
1810,128.164993,106.567001,92.6018982
1811,126.389,106.929001,92.5947037
1812,128.751007,108.030998,91.8526993
1813,101.146004,37.6824989,91.9754028
1814,102.320999,36.7492981,90.4800034
1815,101.206001,36.889801,91.1484985
1816,101.013,35.9655991,90.137001
1817,163.007004,66.700798,84.8024979
1818,162.026993,66.9648972,85.9059982
1819,117.524002,71.4185028,104.214996
1820,123.253998,98.2537994,98.9869995
1821,149.367004,82.2531967,94.236702
1822,150.802994,82.0291977,93.717598
1823,118.809998,71.0923996,106.732002
1824,110.336998,19.2991009,62.3534012
1825,118.771004,70.8603973,105.537003
1826,117.810997,69.5485001,105.519997
1827,118.349998,69.8431015,106.862
1828,123.279999,22.0895004,68.9312973
1829,120.872002,22.5767002,70.7266998
1830,122.156998,22.3957996,70.0391006
1831,119.725998,21.7192993,69.0906982
1832,112.402,19.4132004,62.5201988
1833,87.0115967,56.5001984,98.2100983
1834,122.099998,21.8469009,68.5677032
1835,122.447998,21.1854,67.1772003
1836,99.4858017,64.6695023,104.682999
1837,101.308998,64.6905975,105.068001
1838,100.987,66.2605972,105.205002
1839,109.480003,64.0460968,107.087997
1840,107.986,64.8110962,103.671997
1841,102.727997,46.7462006,99.3887024
1842,164.684998,54.6231003,70.9852982
1843,102.504997,48.5688019,98.7226028
1844,102.974998,48.7036018,97.0477982
1845,102.897003,47.8485985,100.188004
1846,113.787003,66.6783981,106.658997
1847,113.967003,67.6704025,105.502998
1848,113.598999,67.9868011,103.950996
1849,123.633003,70.2715988,105.862
1850,97.4540024,29.7546997,81.9641037
1851,98.4141006,30.5680008,83.6000977
1852,93.4293976,50.5222015,97.1684036
1853,92.1573029,51.2504005,97.1461029
1854,91.6437988,50.4090996,97.9065018
1855,92.8093033,51.7340012,97.9909973
1856,123.337997,68.6470032,105.855003
1857,101.591003,74.194397,105.261002
1858,100.999001,75.3407974,105.141998
1859,101.577003,74.8041,103.957001
1860,100.530998,73.9599991,104.824997
1861,100.528999,66.0307999,103.391998
1862,101.092003,67.1583023,103.420998
1863,102.143997,65.8371964,103.586998
1864,129.205002,57.8897018,102.502998
1865,102.268997,74.4569016,103.847
1866,128.848999,54.480999,101.074997
1867,130.078995,55.1982994,101.123001
1868,129.072006,56.7657013,103.754997
1869,131.210999,55.5149002,102.332001
1870,130.852005,56.0674019,103.112999
1871,129.386002,54.8661995,103.181999
1872,129.501007,56.2243996,101.695999
1873,128.535995,56.0088005,101.919998
1874,110.394997,59.4006004,106.879997
1875,113.181999,61.9702988,107.191002
1876,102.931,68.8764038,103.475998
1877,89.3162003,53.206501,97.9346008
1878,90.2546997,54.1324005,98.107399
1879,94.1369019,49.0591011,97.7667999
1880,95.0849991,49.5505981,98.5165024
1881,95.7361984,47.8977013,97.5613022
1882,135.869003,93.2416,96.8491974
1883,134.727005,93.3246002,97.3808975
1884,134.013,94.151001,95.547699
1885,135.376007,57.9763985,101.924004
1886,147.388,75.0292969,95.642601
1887,146.197998,75.4580994,96.3980026
1888,145.871002,74.240303,96.7677994
1889,147.218002,71.561203,95.5493011
1890,145.779007,72.7288971,96.808403
1891,147.024002,73.3170013,95.9095001
1892,103.259003,28.0699005,80.6212997
1893,103.713997,27.0771999,79.4272995
1894,104.790001,28.4155998,80.4705963
1895,103.513,28.7786007,81.7169037
1896,106.370003,28.1660004,81.3587036
1897,105.542,28.5916004,82.1841965
1898,106.141998,43.0449982,97.6594009
1899,151.819,59.0161018,91.1088028
1900,105.056,47.3658981,96.4223022
1901,119.720001,33.2477989,87.7932968
1902,116.695,72.3079987,104.155998
1903,117.837997,73.155899,105.543999
1904,116.088997,71.3208008,107.009003
1905,105.445999,44.6139984,96.2277985
1906,118.205002,71.8238983,105.411003
1907,131.218002,34.6374016,87.0486984
1908,132.794998,35.4152985,87.3311996
1909,134.039001,34.8451996,86.0608978
1910,132.156998,33.8800011,85.8595963
1911,99.9788971,60.6913986,104.291
1912,100.380997,62.3386993,104.469002
1913,116.978996,72.9085007,106.938004
1914,116.977997,70.3216019,104.404999
1915,120.045998,70.8141022,106.742996
1916,131.412003,76.4916,103.32
1917,131.917999,74.4182968,103.511002
1918,132.869995,76.2844009,103.083
1919,131.128006,74.8527985,103.545998
1920,108.785004,69.1964035,103.940002
1921,122.547997,58.2783012,105.954002
1922,122.634003,56.405899,105.294998
1923,121.792999,57.0676994,105.843002
1924,121.290001,56.2827988,103.911003
1925,110.319,69.7256012,103.998001
1926,110.467003,69.3001022,105.658997
1927,108.999001,69.542099,105.333
1928,109.292,68.7651978,107.046997
1929,108.778999,69.558403,106.420998
1930,107.625,67.9039001,106.981003
1931,103.615997,46.8493996,98.0385971
1932,110.489998,50.2876015,99.731102
1933,109.927002,50.1661987,101.529999
1934,108.066002,49.8209,102.967003
1935,108.797997,48.5979996,102.297997
1936,112.281998,51.8223991,104.901001
1937,111.860001,52.9191017,105.512001
1938,112.851997,53.2677002,102.181
1939,111.146004,52.7206993,103.418999
1940,111.469002,54.5041008,104.333
1941,111.278,54.1823997,102.546997
1942,112.428001,53.6775017,104.223
1943,114.197998,54.0253983,105.776001
1944,132.841003,110.019997,89.8719025
1945,120.977997,60.0224991,104.793999
1946,123.445999,60.3120003,104.487
1947,122.197998,59.3675995,104.509003
1948,120.695999,58.3256989,104.695999
1949,114.116997,72.6222,107.026001
1950,115.042,70.9009018,106.800003
1951,115.457001,72.4481964,106.852997
1952,82.1241989,84.9570999,100.551003
1953,80.8927002,84.3932037,100.068001
1954,116.523003,71.7099991,105.761002
1955,113.703003,72.3964005,105.478996
1956,146.567993,90.2963028,93.3855972
1957,114.908997,72.1853027,105.500999
1958,115.806999,73.0050964,105.648003
1959,115.474998,71.365097,104.038002
1960,114.297997,72.8915024,104.306
1961,120.388,21.0393009,67.1115036
1962,89.9910965,38.5354004,90.0636978
1963,85.2414017,82.8785019,101.174004
1964,84.4374008,83.5328979,101.171997
1965,90.987999,48.1968002,95.7878036
1966,92.7508011,47.332901,95.6083984
1967,90.1825027,49.1399002,96.0177002
1968,90.5550003,50.3772011,96.7389984
1969,100.732002,80.7861023,104.463997
1970,96.8787003,80.471199,103.972
1971,96.3786011,79.3136978,103.883003
1972,94.8552017,79.0429001,103.609001
1973,115.718002,27.6159,80.0005035
1974,115.802002,88.2695999,103.099998
1975,114.260002,28.9869995,82.1696014
1976,115.820999,28.5039997,81.1716995
1977,116.075996,26.8428993,81.5919037
1978,116.806,28.5706005,81.1393967
1979,148.705994,86.1666031,93.9385986
1980,147.582001,85.3858032,94.6365967
1981,147.399994,83.7885971,95.0419006
1982,146.503006,84.9349976,95.2421036
1983,123.194,90.8610001,101.550003
1984,124.255997,91.2021027,101.125999
1985,123.705002,92.4545975,100.785004
1986,124.574997,93.358902,100.047997
1987,114.311996,32.2439003,88.5307007
1988,113.703003,33.8056984,88.2493973
1989,111.163002,33.2476997,89.638298
1990,112.058998,32.2234993,88.6838989
1991,113.334,34.3037987,90.357399
1992,113.082001,33.0214996,89.4606018
1993,111.568001,33.4707985,88.3354034
1994,111.864998,33.9814987,90.2556
1995,163.975006,53.8409996,73.6409988
1996,163.451004,52.0938988,73.4946976
1997,162.513,50.9450989,74.4343033
1998,123.324997,72.1428986,104.653
1999,141.307007,81.9047012,98.4766998
2000,145.003006,82.3126984,96.3861008
2001,144.826996,80.7546005,96.7088013
2002,141.621994,83.0761032,97.8102036
2003,142.807007,83.6679001,96.9534988
2004,143.912003,82.1735001,96.9319992
2005,142.468994,82.3447037,97.6977997
2006,154.576004,42.5124016,76.7451019
2007,122.788002,71.6750031,105.988998
2008,123.57,70.5332031,104.509003
2009,90.5910034,73.9346008,102.322998
2010,91.3711014,71.3655014,102.259003
2011,92.6990967,70.3248978,102.519997
2012,118.980003,28.0757008,80.5335999
2013,120.149002,27.9167004,79.9670029
2014,119.487,27.5786991,82.0677032
2015,97.0716019,56.592701,102.782997
2016,96.3757019,55.4906006,102.031998
2017,97.6924973,55.6674995,102.359001
2018,97.842598,60.3103981,102.329002
2019,99.9544983,60.4385986,102.931
2020,98.0996017,58.2494011,101.677002
2021,124.372002,82.8347015,103.369003
2022,124.222,80.4868011,103.915001
2023,123.960999,79.2008972,104.455002
2024,123.217003,48.3204002,101.309998
2025,119.253998,96.7841034,100.316002
2026,121.389999,95.9822998,99.8677979
2027,120.125,95.2548981,100.704002
2028,121.028999,97.3214035,99.7929993
2029,136.923004,81.7826996,100.300003
2030,116.757004,25.1798,78.6860962
2031,116.939003,27.0844002,78.905899
2032,115.777,26.8757,78.1909027
2033,118.820999,24.9822998,77.5957031
2034,116.510002,24.4901009,77.0279007
2035,116.169998,25.4897995,76.0802002
2036,118.060997,24.2628002,76.1268997
2037,117.372002,25.9857006,76.7457962
2038,118.838997,26.0802994,76.8936005
2039,117.600998,25.1709995,75.2921982
2040,121.653999,29.6058006,84.319603
2041,119.457001,30.4055996,83.9401016
2042,138.408005,75.6603012,101.152
2043,140.380005,77.6444016,100.164001
2044,138.938004,71.2248993,101.415001
2045,140.645996,76.060997,100.148003
2046,139.348007,76.5208969,100.466003
2047,138.100998,77.2181015,101.344002
2048,138.604004,78.9536972,100.486
2049,109.553001,37.5225983,90.9841995
2050,144.533997,61.6689987,96.5084
2051,147.240997,62.5343018,94.905899
2052,145.785004,62.9054985,95.7002029
2053,146.647995,61.790699,95.1436996
2054,146.171005,59.6702995,94.7752991
2055,109.490997,50.9314995,103.856003
2056,117.507004,45.9002991,100.324997
2057,112.356003,54.2218018,106.001999
2058,116.07,45.030899,99.6268997
2059,125.665001,42.9440994,95.8414001
2060,124.540001,43.8792992,94.8414001
2061,123.786003,43.4933014,96.7105026
2062,125.346001,41.607399,94.0851974
2063,127.383003,41.0256004,93.4710999
2064,126.892998,39.3237,92.7111969
2065,129.128006,41.581501,93.7582016
2066,127.380997,42.1818008,94.4776001
2067,129.108002,43.4151993,94.4259033
2068,134.223999,51.1236992,98.7240982
2069,134.376007,51.0460014,96.7115021
2070,135.112,50.0703011,97.3393021
2071,136.209,50.6150017,96.4621964
2072,106.026001,76.8379974,104.724998
2073,108.571999,76.2027969,104.144997
2074,108.158997,76.6957016,105.392998
2075,108.199997,77.8342972,105.981003
2076,108.039001,77.8576965,104.667999
2077,100.528,70.0569,105.094002
2078,145.533997,91.7789001,93.1679001
2079,145.138,92.9862976,93.0024033
2080,112.803001,48.3490982,102.43
2081,80.6886978,78.6529999,99.8030014
2082,79.3575974,78.1896973,99.4139023
2083,110.866997,51.2952995,102.498001
2084,114.716003,48.4618988,102.695
2085,164.876999,64.0201035,81.3399963
2086,102.647003,63.9729004,105.028
2087,158.531006,76.4106979,89.6428986
2088,103.580002,64.4725037,103.716003
2089,158.903,75.1416016,89.3905029
2090,103.412003,63.3818016,105.796997
2091,104.203003,62.1543007,105.421997
2092,104.434998,63.8967018,105.452003
2093,133.813004,108.148003,90.0708008
2094,132.477005,107.334,90.8704987
2095,118.539001,45.4439011,99.7955017
