,front 0 x,front 0 y,front 0 z,front 1 x,front 1 y,front 1 z,init x,init y,init z,dist btw frts,crack len,linearity,height,x,y,z
26,142.490616197125,55.4371496670625,95.48962542390001,166.5260009765625,65.31009674072266,80.2760009765625,166.5260009765625,65.31009674072266,80.2760009765625,30.11028352971017,30.60191295255675,0.9845466461959864,2.0,-0.38917130572791353,-0.5209798171275339,-0.7596879128588213
27,124.92910469015384,47.89307553866923,98.5116993167077,86.72769927978516,37.74489974975586,88.84089660644531,86.72769927978516,37.74489974975586,88.84089660644531,40.692226189173425,45.469761451277854,0.9075331626388481,2.0,-0.9880316240928618,-0.0,0.15425144988758405
28,127.7099561362381,54.60161662231905,102.56105574580954,124.21800231933594,60.51350021362305,106.94999694824219,124.21800231933594,60.51350021362305,106.94999694824219,8.149043743588447,89.30498868766149,0.09055538423677982,2.0,-0.9726004974111332,0.17393896240691603,0.15425144988758405
29,120.33493441124999,105.29142369608331,95.54469136406668,130.92300415039062,43.093299865722656,95.70220184326172,130.92300415039062,43.093299865722656,95.70220184326172,63.09309501339145,162.45148183412704,0.4057153160696496,2.0,0.4427109026572655,-0.8832969754708591,0.15425144988758405
30,119.01878835827273,19.023900939109094,60.095682570945456,130.20599365234375,45.588600158691406,97.89990234375,130.20599365234375,45.588600158691406,97.89990234375,47.53941353812722,146.73175394957198,0.3443877902428625,2.0,0.3040673148127055,0.6802475211142742,-0.6669380616522619
31,133.81056959327273,56.248490262545445,101.05656192606365,141.22500610351562,70.40499877929688,102.1760025024414,141.22500610351562,70.40499877929688,102.1760025024414,16.019792425412994,134.6375012262464,0.09797916433141973,2.0,0.24274393819238255,0.7044636274431609,-0.6669380616522619
32,133.3256841390909,56.07950864703636,101.18842524378182,139.58799743652344,78.64969635009766,101.65299987792969,139.58799743652344,78.64969635009766,101.65299987792969,23.427457616594108,67.5274371568963,0.33617400731206165,2.0,0.2050577983387307,-0.8258257124872399,0.5253219888177297
33,128.96628081636365,56.30680190956364,102.80338736463636,121.65899658203125,74.02989959716797,107.93199920654297,121.65899658203125,74.02989959716797,107.93199920654297,19.844577444496856,83.14152140105094,0.2457549177678237,2.0,-0.6213247819094432,0.5813710720785545,0.5253219888177297
34,138.07906919307692,63.24161347800769,101.38904798509999,138.8419952392578,80.11219787597656,101.72100067138672,138.8419952392578,80.11219787597656,101.72100067138672,16.891088380174466,113.82900653291095,0.1421135943974149,2.0,-0.06322927134357746,0.2546421471428449,0.9649660284921133
35,129.70341224183332,47.18270120678333,96.575321080325,119.37300109863281,76.8635025024414,107.947998046875,119.37300109863281,76.8635025024414,107.947998046875,33.42162685037035,71.61270539189483,0.4743254675792082,2.0,0.1915845851565503,-0.17926491733339947,0.9649660284921133
36,163.88686289414287,52.3729805086,59.186225953,97.51229858398438,69.77549743652344,105.38600158691406,97.51229858398438,69.77549743652344,105.38600158691406,82.72151867207242,185.15144928868975,0.4524264095601187,2.0,-0.14756720737928208,-0.21694350223603837,0.9649660284921133
37,143.2528322928,28.830740561713334,70.05540203502,84.51164392376924,58.70792201285384,98.78324203023077,133.27499389648438,44.52470016479492,95.55989837646484,71.89201606062221,88.31801738019314,0.9594649144283655,3.0,0.0,0.0,1.0
38,123.96119898341668,40.681822646025,93.79672353410832,143.09443908375002,26.639445786575003,60.018767193174995,128.3419952392578,41.92559814453125,95.62139892578125,41.28219421457414,51.21990725171069,0.887331042491388,3.0,0.6502878401571168,0.0,-0.7596879128588213
39,127.4823526100833,54.30215449139168,102.51053115550002,97.46061343415,86.21965489816667,103.5094491575,123.47599792480469,59.0,106.90399932861328,43.829550448743696,47.39769307556804,0.9754362580379299,3.0,-0.9726004974111332,0.17393896240691603,0.15425144988758405
40,111.69778847175002,20.209614418066668,65.32740051485,164.34859946299997,67.41274815133,82.20260724852001,130.20599365234375,45.588600158691406,97.89990234375,72.69811782006995,98.68116845856129,0.8536309586349842,3.0,0.3040673148127055,0.6802475211142742,-0.6669380616522619
41,131.40380665653845,58.43082541352308,102.76647040053847,139.58799743652344,78.64969635009766,101.65299987792969,139.58799743652344,78.64969635009766,101.65299987792969,21.840868510152475,58.61632403417295,0.3681284536775402,3.0,0.2050577983387307,-0.8258257124872399,0.5253219888177297
42,129.14399011361542,51.444928361276915,100.27010330730769,119.91699981689453,75.43119812011719,107.947998046875,119.91699981689453,75.43119812011719,107.947998046875,26.822165358365684,76.25301399158452,0.3628057775960289,3.0,-0.6213247819094432,0.5813710720785545,0.5253219888177297
43,138.662217019,66.69749391449167,101.62256612225,138.8419952392578,80.11219787597656,101.72100067138672,138.8419952392578,80.11219787597656,101.72100067138672,13.416269673170005,99.78966767345932,0.12931389373723606,3.0,-0.06322927134357746,0.2546421471428449,0.9649660284921133
44,112.9620268915,99.73476728861,100.04252939767,119.37300109863281,76.8635025024414,107.947998046875,119.37300109863281,76.8635025024414,107.947998046875,25.03381268938315,68.80172914451498,0.3804620037823851,3.0,0.1915845851565503,-0.17926491733339947,0.9649660284921133
45,164.01651449287502,66.72800003381249,83.60513854144999,97.51229858398438,69.77549743652344,105.38600158691406,97.51229858398438,69.77549743652344,105.38600158691406,70.04644151619078,148.99810910192002,0.43108114705957845,3.0,-0.14756720737928208,-0.21694350223603837,0.9649660284921133
46,131.43685657133332,53.24663286625833,100.46672841718332,137.39199829101562,83.00509643554688,101.78800201416016,137.39199829101562,83.00509643554688,101.78800201416016,30.377222236805036,81.90643139471878,0.3584862188423393,3.0,-0.24092930492786374,0.9702904084264156,0.022126756261955736
47,164.72252722041665,53.37979235245,62.74149746023334,97.51229858398438,69.77549743652344,105.38600158691406,97.51229858398438,69.77549743652344,105.38600158691406,81.26861454938125,204.44464089717027,0.3854828833548076,3.0,-0.5622912291815885,-0.8266432000825884,0.022126756261955736
